id_venta,id_producto,cantidad,fecha,id_cliente
V002014,P0508,6,2021-12-05,C0217
V001882,P0292,7,2023-05-23,C0263
V007545,P0399,4,2020-09-02,C0209
V003809,P0282,4,2022-03-28,C0057
V004739,P0160,9,2024-02-25,C0064
V001060,P0331,9,2023-07-19,C0142
V001847,P0313,1,2023-10-21,C0221
V004319,P0001,6,2023-11-17,C0022
V000162,P0155,1,2020-04-18,C0226
V006846,P0419,3,2021-05-29,C0243
V004382,P0227,5,2022-05-20,C0262
V002992,P0459,2,2022-05-08,C0173
V004715,P0276,9,2023-06-21,C0238
V006382,P0450,2,2022-12-07,C0114
V004703,P0096,9,2023-08-27,C0093
V002194,P0545,10,2023-07-21,C0017
V006190,P0460,5,2022-07-05,C0038
V001035,P0385,5,2020-12-04,C0142
V006326,P0318,3,2022-02-03,C0245
V004066,P0066,9,2022-05-12,C0160
V004517,P0491,9,2020-04-02,C0260
V000767,P0358,2,2020-12-09,C0279
V006154,P0319,7,2024-02-17,C0282
V003714,P0168,9,2023-07-19,C0181
V001192,P0316,10,2021-09-22,C0204
V001281,P0333,7,2023-10-13,C0034
V001252,P0590,9,2021-12-31,C0199
V004433,P0498,5,2022-08-06,C0267
V006702,P0159,7,2022-05-01,C0009
V001541,P0065,5,2024-04-24,C0228
V000262,P0369,1,2023-08-27,C0025
V000601,P0206,8,2024-05-23,C0282
V005109,P0174,1,2024-01-03,C0299
V000546,P0364,2,2022-06-17,C0145
V000722,P0436,10,2021-09-30,C0205
V000263,P0331,1,2020-09-23,C0082
V002440,P0220,3,2022-02-25,C0033
V003637,P0455,7,2022-09-23,C0065
V002642,P0406,4,2020-08-19,C0059
V002701,P0356,7,2021-08-11,C0154
V002234,P0457,3,2023-03-06,C0169
V004931,P0081,2,2020-10-21,C0073
V003556,P0145,4,2020-12-29,C0148
V005609,P0352,7,2022-03-29,C0058
V001158,P0255,2,2022-05-24,C0149
V003917,P0135,5,2021-10-28,C0160
V003429,P0581,3,2023-09-11,C0112
V002848,P0326,1,2023-12-24,C0240
V002488,P0597,9,2021-02-23,C0256
V005117,P0369,3,2020-12-16,C0065
V001378,P0082,3,2020-08-20,C0174
V007478,P0121,10,2024-03-30,C0007
V000841,P0475,10,2020-09-08,C0148
V003491,P0198,1,2022-11-02,C0059
V007466,P0536,8,2024-02-13,C0281
V007588,P0350,9,2024-01-17,C0067
V001942,P0452,7,2023-07-15,C0033
V005282,P0130,3,2023-09-28,C0026
V004955,P0238,9,2022-02-21,C0028
V002463,P0315,8,2021-08-06,C0119
V002986,P0442,1,2021-12-03,C0051
V005102,P0321,4,2024-03-15,C0162
V002136,P0426,7,2020-09-20,C0089
V007915,P0432,7,2021-09-23,C0133
V000316,P0324,9,2021-02-04,C0113
V006356,P0315,6,2021-09-10,C0078
V007051,P0570,5,2021-02-24,C0162
V005641,P0507,10,2023-08-27,C0185
V003657,P0180,8,2022-12-13,C0047
V004480,P0234,6,2023-12-24,C0187
V002008,P0496,4,2022-05-24,C0049
V007573,P0111,1,2022-12-27,C0223
V002857,P0446,8,2023-11-22,C0082
V007048,P0544,1,2020-01-06,C0247
V000263,P0559,6,2020-09-23,C0082
V007841,P0565,3,2023-01-29,C0165
V007047,P0400,10,2023-05-15,C0084
V001954,P0179,10,2022-03-07,C0033
V002877,P0249,7,2021-12-03,C0244
V002547,P0413,6,2024-06-26,C0073
V007662,P0211,8,2022-12-20,C0079
V002132,P0449,4,2024-06-09,C0038
V004264,P0377,8,2020-01-13,C0025
V001717,P0332,1,2021-05-08,C0251
V000557,P0560,7,2024-06-04,C0186
V001651,P0304,9,2020-12-22,C0061
V006027,P0029,1,2021-08-24,C0258
V007484,P0015,4,2023-02-15,C0250
V004874,P0168,5,2022-11-27,C0159
V006668,P0183,9,2024-05-20,C0163
V007738,P0525,3,2021-04-29,C0294
V006891,P0432,7,2020-09-22,C0241
V002824,P0341,7,2021-01-31,C0007
V004850,P0297,10,2024-01-10,C0065
V002390,P0416,5,2022-11-05,C0227
V002555,P0418,1,2024-07-01,C0143
V003785,P0171,4,2020-11-03,C0240
V000070,P0468,7,2021-08-17,C0144
V001010,P0191,6,2022-06-04,C0297
V001726,P0126,4,2023-06-01,C0119
V002298,P0234,3,2021-02-09,C0156
V003227,P0411,6,2022-03-29,C0071
V004546,P0100,6,2022-05-21,C0041
V001690,P0174,6,2023-10-28,C0200
V005013,P0167,4,2020-03-19,C0123
V007326,P0316,9,2023-01-28,C0046
V001212,P0488,8,2022-10-10,C0011
V006424,P0427,10,2021-03-30,C0034
V002978,P0334,1,2020-08-11,C0166
V000317,P0419,4,2024-03-05,C0090
V000866,P0558,6,2023-07-17,C0035
V004663,P0188,6,2022-03-08,C0269
V003630,P0388,4,2021-01-20,C0277
V003253,P0480,3,2023-02-22,C0138
V006662,P0133,5,2020-05-19,C0159
V004816,P0061,4,2020-11-11,C0071
V000608,P0522,2,2022-04-03,C0104
V003151,P0015,1,2022-09-21,C0123
V005162,P0115,7,2021-12-29,C0084
V001160,P0283,1,2024-02-16,C0125
V007549,P0339,1,2021-05-18,C0075
V002869,P0227,1,2020-04-08,C0028
V002749,P0216,3,2023-10-12,C0234
V004367,P0513,6,2021-09-17,C0203
V001700,P0590,5,2021-03-23,C0246
V002793,P0584,1,2020-02-09,C0123
V006895,P0162,3,2020-07-08,C0064
V004700,P0523,10,2022-03-31,C0059
V005007,P0395,8,2020-05-18,C0161
V006933,P0455,9,2020-04-20,C0033
V000269,P0297,8,2023-03-05,C0061
V001606,P0347,1,2020-10-10,C0133
V007852,P0342,8,2021-10-10,C0276
V005711,P0398,10,2021-05-20,C0092
V003561,P0244,1,2020-09-18,C0154
V006070,P0262,9,2021-09-01,C0067
V002829,P0144,6,2023-10-20,C0076
V002966,P0333,8,2020-01-14,C0162
V005989,P0463,10,2024-03-30,C0197
V000507,P0428,9,2020-09-03,C0009
V006011,P0564,10,2021-01-20,C0017
V001687,P0251,8,2021-04-02,C0124
V003054,P0576,10,2020-01-09,C0190
V004419,P0196,4,2023-12-25,C0106
V007139,P0598,8,2020-10-11,C0178
V002449,P0359,8,2024-03-25,C0026
V006472,P0097,7,2021-10-24,C0206
V006410,P0501,10,2021-03-12,C0222
V000275,P0075,7,2022-10-25,C0285
V004581,P0447,1,2020-12-27,C0256
V000765,P0386,5,2023-09-27,C0249
V005815,P0161,3,2021-05-09,C0072
V002830,P0532,3,2024-03-23,C0138
V002750,P0210,8,2022-10-09,C0237
V006048,P0395,3,2023-09-29,C0065
V000004,P0092,10,2022-04-23,C0026
V000497,P0417,5,2024-06-11,C0271
V006805,P0466,8,2022-09-05,C0205
V002965,P0550,6,2023-02-06,C0045
V007633,P0026,1,2022-11-27,C0088
V005586,P0171,2,2023-01-04,C0037
V007992,P0113,9,2023-02-24,C0195
V002783,P0165,3,2020-09-14,C0021
V002007,P0116,2,2021-03-06,C0174
V000141,P0597,3,2021-02-13,C0133
V007825,P0545,2,2022-07-12,C0212
V003568,P0241,9,2024-04-02,C0132
V000528,P0560,7,2022-06-02,C0283
V001443,P0543,8,2022-12-31,C0090
V006078,P0113,8,2022-10-21,C0096
V000077,P0246,2,2021-10-20,C0120
V004595,P0170,6,2023-05-30,C0140
V001764,P0278,7,2024-06-20,C0246
V002821,P0116,9,2022-05-08,C0133
V004388,P0249,3,2023-12-17,C0281
V003853,P0307,5,2022-12-25,C0039
V007595,P0366,1,2020-09-01,C0163
V001925,P0016,4,2021-05-16,C0285
V007069,P0160,10,2023-05-31,C0082
V007748,P0124,10,2021-07-21,C0119
V005117,P0447,8,2020-12-16,C0065
V000750,P0166,4,2022-01-10,C0261
V000021,P0159,9,2022-05-16,C0049
V003154,P0198,5,2020-07-29,C0124
V005873,P0108,5,2024-03-16,C0173
V001244,P0111,1,2023-12-09,C0114
V005685,P0098,3,2024-03-20,C0152
V004409,P0556,3,2022-10-03,C0241
V000601,P0102,4,2024-05-23,C0282
V002782,P0588,2,2022-03-19,C0143
V006005,P0075,5,2023-01-16,C0004
V006809,P0509,10,2023-01-19,C0251
V001910,P0375,4,2022-01-12,C0276
V002735,P0030,8,2023-03-22,C0281
V005690,P0262,5,2023-06-29,C0161
V006792,P0326,1,2021-03-24,C0004
V001370,P0158,1,2021-02-17,C0167
V000884,P0466,4,2020-05-02,C0183
V006701,P0024,3,2020-03-22,C0278
V003480,P0051,5,2023-03-15,C0173
V004955,P0019,3,2022-02-21,C0028
V007155,P0471,2,2021-06-03,C0178
V000685,P0153,5,2024-04-14,C0057
V002517,P0057,1,2024-03-08,C0131
V003726,P0203,2,2022-11-15,C0059
V004016,P0283,7,2024-01-05,C0101
V005253,P0046,3,2022-05-18,C0022
V007975,P0094,7,2022-05-10,C0050
V005665,P0463,3,2021-05-19,C0043
V002739,P0388,10,2021-07-06,C0140
V001634,P0201,8,2020-09-14,C0230
V007034,P0019,2,2020-09-24,C0002
V000355,P0513,10,2023-02-20,C0220
V006852,P0553,1,2023-09-05,C0247
V003788,P0429,6,2022-10-08,C0145
V001318,P0006,8,2023-05-26,C0160
V004694,P0592,10,2022-12-13,C0122
V002163,P0446,3,2022-03-14,C0163
V007843,P0544,4,2021-11-08,C0182
V007868,P0076,3,2023-12-13,C0220
V001556,P0478,2,2020-07-07,C0253
V005751,P0165,1,2023-12-04,C0220
V007297,P0245,4,2020-03-08,C0067
V000845,P0386,10,2022-05-24,C0021
V000520,P0469,4,2021-07-20,C0153
V001005,P0287,3,2022-06-05,C0149
V005207,P0318,4,2020-09-21,C0192
V003419,P0083,10,2024-03-10,C0224
V004765,P0006,9,2022-12-28,C0099
V000067,P0192,10,2020-02-14,C0072
V007630,P0012,10,2022-03-05,C0223
V000243,P0199,2,2024-01-17,C0210
V007428,P0099,6,2024-05-27,C0123
V006001,P0022,9,2022-08-29,C0281
V005691,P0362,4,2022-04-07,C0101
V001191,P0483,10,2022-06-08,C0198
V005517,P0035,9,2023-04-08,C0220
V004329,P0162,7,2022-01-11,C0148
V002078,P0331,6,2021-05-21,C0034
V006972,P0158,10,2022-01-03,C0210
V006163,P0336,8,2022-05-11,C0109
V005683,P0438,4,2022-03-29,C0149
V006782,P0205,6,2022-06-25,C0078
V007150,P0197,7,2021-01-02,C0295
V000956,P0068,3,2023-09-21,C0084
V002712,P0521,9,2022-09-23,C0188
V003419,P0463,6,2024-03-10,C0224
V001022,P0037,2,2021-05-09,C0200
V003152,P0483,3,2022-09-26,C0129
V003454,P0259,4,2021-11-14,C0093
V007674,P0577,4,2021-02-20,C0243
V003879,P0301,2,2023-07-05,C0286
V005357,P0429,1,2021-04-15,C0188
V005747,P0072,3,2020-11-24,C0286
V002730,P0174,10,2021-02-14,C0058
V005320,P0580,2,2022-10-21,C0208
V000394,P0513,2,2020-02-22,C0297
V005151,P0164,4,2021-02-01,C0250
V002835,P0028,1,2021-03-20,C0269
V003406,P0418,2,2023-12-30,C0096
V007500,P0011,7,2023-05-15,C0228
V005725,P0510,4,2020-03-07,C0267
V005514,P0540,4,2020-05-22,C0027
V001770,P0139,10,2021-05-20,C0104
V002522,P0367,8,2020-10-07,C0048
V004624,P0024,7,2020-02-02,C0078
V003351,P0503,4,2024-04-27,C0212
V006432,P0348,4,2023-02-13,C0212
V003992,P0410,5,2021-09-23,C0036
V006320,P0230,10,2020-02-20,C0117
V002239,P0210,6,2022-12-22,C0031
V002756,P0565,2,2021-12-12,C0184
V000862,P0014,1,2020-10-07,C0049
V000310,P0588,2,2023-01-11,C0253
V005212,P0438,5,2022-08-20,C0088
V006560,P0362,10,2023-06-09,C0224
V005343,P0014,9,2023-07-26,C0133
V004839,P0018,3,2022-05-06,C0209
V007871,P0515,10,2024-02-29,C0152
V000484,P0215,8,2023-12-23,C0285
V001276,P0192,9,2022-04-11,C0182
V003133,P0124,6,2022-07-14,C0161
V005604,P0469,10,2020-04-12,C0144
V003311,P0159,3,2021-12-17,C0104
V003109,P0111,3,2023-08-16,C0243
V004533,P0235,9,2023-04-21,C0241
V007146,P0268,10,2022-01-05,C0205
V007386,P0281,2,2021-10-22,C0160
V001037,P0465,2,2023-07-07,C0174
V006510,P0193,5,2022-04-05,C0198
V005183,P0142,4,2020-01-15,C0250
V000300,P0056,8,2021-01-14,C0131
V002551,P0123,7,2024-04-28,C0275
V001953,P0111,7,2024-06-23,C0204
V004430,P0026,8,2022-05-26,C0144
V003707,P0029,4,2020-01-12,C0186
V007381,P0399,4,2021-09-05,C0251
V003580,P0463,8,2023-01-20,C0244
V003294,P0450,4,2024-04-06,C0031
V006770,P0021,1,2021-03-06,C0041
V006087,P0171,1,2021-09-27,C0204
V003989,P0427,3,2024-03-14,C0092
V003444,P0029,6,2024-05-21,C0245
V004376,P0269,1,2020-04-02,C0127
V000945,P0344,6,2022-09-06,C0035
V004624,P0560,4,2020-02-02,C0078
V000075,P0415,1,2022-03-08,C0222
V005568,P0190,3,2024-02-16,C0275
V006053,P0048,7,2020-10-07,C0232
V001862,P0366,3,2021-07-25,C0205
V007219,P0232,8,2023-04-14,C0026
V003396,P0321,5,2020-05-06,C0050
V000410,P0514,5,2020-09-08,C0246
V000977,P0044,1,2022-12-23,C0015
V007749,P0269,6,2023-07-19,C0079
V002566,P0268,6,2020-08-17,C0195
V002182,P0459,7,2021-10-08,C0262
V003794,P0158,10,2022-02-17,C0200
V001954,P0063,6,2022-03-07,C0033
V007027,P0554,1,2022-07-23,C0258
V000983,P0505,5,2020-02-15,C0205
V001652,P0185,3,2020-08-09,C0021
V007312,P0169,1,2020-10-18,C0282
V005664,P0169,10,2022-01-04,C0109
V002647,P0319,9,2021-12-28,C0112
V002682,P0151,4,2024-04-25,C0090
V002559,P0113,5,2022-07-24,C0084
V006064,P0180,9,2021-06-04,C0217
V006552,P0087,2,2020-04-09,C0086
V007399,P0232,9,2020-11-05,C0230
V000543,P0343,6,2024-06-02,C0249
V004107,P0410,9,2022-05-12,C0248
V005513,P0040,3,2023-04-24,C0021
V003033,P0456,2,2024-03-09,C0033
V004048,P0204,1,2024-04-20,C0124
V002698,P0563,4,2022-11-27,C0112
V006779,P0478,4,2023-01-14,C0069
V004870,P0465,3,2020-07-08,C0214
V004935,P0242,10,2022-12-01,C0009
V003633,P0586,7,2021-10-23,C0185
V007238,P0284,3,2020-08-23,C0286
V002363,P0274,7,2023-07-22,C0185
V007196,P0315,10,2024-05-04,C0028
V003651,P0226,5,2021-02-18,C0278
V000993,P0573,8,2020-02-08,C0112
V003188,P0497,7,2021-07-28,C0017
V007540,P0291,5,2020-01-31,C0279
V004412,P0278,1,2023-09-10,C0276
V002648,P0192,3,2023-12-30,C0047
V006708,P0391,7,2022-03-29,C0238
V003714,P0279,7,2023-07-19,C0181
V005996,P0340,7,2024-04-10,C0059
V003133,P0279,9,2022-07-14,C0161
V006498,P0020,9,2020-05-14,C0147
V005944,P0221,2,2020-07-16,C0003
V000210,P0098,9,2020-05-30,C0203
V000521,P0463,10,2023-10-10,C0203
V004330,P0058,6,2021-09-09,C0142
V000210,P0283,8,2020-05-30,C0203
V001562,P0184,3,2023-10-24,C0001
V004222,P0283,10,2021-09-21,C0050
V001654,P0085,10,2022-08-11,C0005
V006542,P0457,4,2020-09-01,C0163
V005497,P0061,9,2020-10-27,C0027
V004061,P0103,5,2021-02-18,C0043
V004609,P0115,8,2020-10-26,C0244
V003826,P0249,7,2022-06-27,C0152
V001534,P0543,3,2021-07-05,C0145
V007097,P0012,7,2023-04-05,C0140
V001466,P0414,2,2021-02-15,C0299
V004604,P0302,2,2024-06-15,C0278
V000444,P0478,3,2023-12-23,C0300
V006396,P0294,8,2021-12-08,C0246
V007342,P0414,5,2023-12-15,C0071
V001661,P0547,5,2022-09-03,C0043
V001126,P0013,4,2022-09-26,C0009
V002944,P0443,10,2021-12-19,C0028
V007507,P0274,10,2021-08-08,C0011
V004939,P0429,4,2023-12-05,C0022
V001418,P0389,3,2024-03-04,C0183
V004333,P0188,2,2022-01-13,C0166
V005767,P0158,2,2021-07-12,C0116
V001911,P0382,4,2020-07-15,C0258
V007738,P0441,8,2021-04-29,C0294
V006791,P0592,7,2022-04-02,C0011
V006261,P0066,7,2023-08-20,C0220
V002220,P0321,7,2023-06-27,C0106
V006441,P0151,7,2023-07-19,C0099
V005094,P0588,3,2020-08-24,C0212
V002494,P0525,9,2020-03-14,C0143
V000751,P0294,10,2021-01-17,C0199
V000013,P0438,5,2023-08-28,C0003
V004051,P0138,6,2022-07-16,C0156
V000106,P0546,3,2021-03-27,C0267
V004342,P0336,3,2020-05-27,C0267
V000205,P0234,7,2023-09-25,C0297
V007819,P0498,4,2022-03-28,C0099
V001671,P0542,5,2021-06-07,C0009
V007809,P0389,2,2021-07-03,C0123
V004546,P0200,9,2022-05-21,C0041
V006385,P0009,9,2021-04-09,C0053
V002834,P0274,6,2021-05-15,C0216
V007426,P0165,2,2023-05-06,C0133
V005533,P0282,2,2020-11-11,C0072
V001757,P0358,8,2020-09-29,C0092
V000237,P0129,4,2023-10-03,C0033
V002573,P0578,1,2024-06-09,C0007
V007320,P0545,9,2020-05-24,C0138
V004838,P0220,5,2024-06-30,C0072
V000677,P0241,5,2020-01-22,C0027
V002604,P0580,8,2022-12-21,C0084
V002074,P0239,9,2022-08-28,C0138
V000178,P0101,10,2023-03-29,C0286
V005655,P0091,1,2022-12-18,C0209
V001201,P0579,10,2022-04-19,C0275
V004676,P0167,9,2020-12-09,C0124
V003638,P0018,9,2022-08-10,C0032
V003152,P0003,8,2022-09-26,C0129
V004442,P0218,9,2021-12-27,C0173
V006230,P0364,8,2020-09-11,C0206
V004733,P0173,3,2022-10-02,C0214
V007896,P0518,3,2021-06-12,C0026
V000515,P0154,3,2020-05-05,C0160
V007045,P0155,2,2020-06-04,C0126
V005652,P0369,3,2020-03-11,C0152
V000254,P0036,6,2024-02-26,C0262
V001967,P0381,7,2021-02-02,C0186
V003715,P0349,9,2022-12-03,C0194
V003923,P0556,2,2020-03-02,C0015
V005293,P0410,5,2024-01-13,C0036
V001498,P0491,6,2024-05-22,C0286
V006992,P0273,4,2021-03-28,C0124
V005532,P0177,9,2021-08-14,C0279
V007821,P0518,4,2023-01-20,C0038
V002541,P0428,2,2024-05-02,C0037
V007862,P0160,6,2020-05-15,C0005
V001885,P0317,5,2020-07-02,C0215
V000097,P0335,3,2022-08-30,C0279
V006235,P0184,9,2024-07-09,C0046
V004765,P0572,7,2022-12-28,C0099
V005787,P0170,2,2024-05-05,C0276
V007311,P0421,4,2023-08-27,C0234
V003870,P0013,9,2023-03-08,C0071
V000641,P0245,1,2022-06-20,C0185
V001378,P0177,9,2020-08-20,C0174
V004518,P0031,3,2023-01-18,C0237
V006358,P0591,1,2020-04-11,C0254
V002060,P0279,1,2024-05-30,C0048
V001331,P0515,4,2021-02-01,C0248
V005490,P0495,2,2020-04-18,C0212
V004185,P0003,10,2023-07-29,C0109
V003235,P0478,10,2022-05-27,C0053
V005287,P0389,8,2023-05-13,C0069
V006014,P0540,2,2020-08-26,C0034
V006615,P0268,4,2020-07-09,C0079
V002015,P0282,8,2020-03-17,C0227
V001892,P0088,10,2023-09-10,C0049
V007966,P0008,9,2023-10-29,C0279
V002296,P0230,1,2020-03-13,C0228
V004793,P0057,6,2024-02-28,C0295
V004581,P0389,1,2020-12-27,C0256
V004387,P0014,6,2023-01-27,C0256
V001947,P0598,1,2020-05-27,C0125
V007165,P0480,9,2021-08-25,C0150
V001477,P0300,2,2023-07-13,C0145
V007526,P0077,9,2020-07-17,C0086
V007153,P0356,9,2020-07-25,C0152
V004935,P0305,8,2022-12-01,C0009
V007465,P0232,3,2021-08-27,C0033
V002542,P0190,6,2023-04-12,C0181
V003007,P0194,7,2022-01-31,C0051
V001952,P0291,4,2020-05-29,C0294
V002127,P0508,7,2021-10-29,C0064
V007871,P0282,9,2024-02-29,C0152
V004071,P0543,5,2020-12-07,C0237
V007974,P0113,6,2020-07-30,C0147
V002897,P0039,1,2024-02-11,C0192
V004551,P0543,5,2023-09-10,C0112
V007083,P0122,3,2023-01-29,C0056
V004420,P0491,7,2022-10-02,C0187
V005505,P0442,9,2020-04-15,C0090
V002491,P0516,3,2022-09-14,C0260
V001101,P0480,3,2024-03-19,C0096
V002956,P0120,2,2020-08-08,C0163
V005585,P0349,8,2023-02-23,C0089
V006596,P0395,1,2021-01-30,C0082
V007273,P0540,6,2022-04-18,C0299
V001995,P0457,1,2023-03-08,C0034
V004812,P0228,10,2022-02-12,C0214
V003231,P0331,10,2020-06-21,C0285
V004671,P0310,2,2022-12-16,C0291
V005994,P0319,9,2020-01-08,C0138
V005417,P0081,10,2022-12-04,C0043
V007558,P0468,2,2021-03-30,C0278
V003761,P0046,9,2021-02-02,C0005
V006307,P0286,1,2023-10-12,C0120
V003492,P0145,8,2021-03-30,C0178
V001965,P0562,4,2022-05-15,C0206
V000038,P0169,2,2023-08-26,C0205
V002373,P0030,2,2022-08-27,C0022
V003028,P0406,8,2023-03-09,C0036
V003330,P0592,10,2020-07-14,C0195
V007891,P0185,8,2024-02-04,C0232
V007242,P0448,7,2020-05-20,C0047
V006843,P0510,10,2024-05-16,C0104
V004900,P0110,7,2022-02-08,C0090
V000259,P0321,3,2021-08-27,C0282
V005618,P0430,1,2022-02-26,C0109
V004647,P0198,2,2020-11-11,C0253
V002897,P0338,6,2024-02-11,C0192
V004433,P0570,5,2022-08-06,C0267
V002917,P0113,10,2022-06-19,C0210
V005696,P0418,3,2020-01-01,C0260
V005454,P0168,5,2024-03-24,C0226
V006256,P0446,7,2023-12-22,C0048
V006207,P0167,2,2020-07-21,C0214
V007962,P0461,3,2022-11-05,C0045
V003654,P0206,8,2023-05-29,C0262
V006097,P0393,8,2020-01-08,C0090
V007704,P0187,7,2020-11-09,C0147
V003235,P0066,7,2022-05-27,C0053
V007649,P0509,6,2020-07-18,C0106
V007994,P0438,9,2023-12-13,C0149
V003353,P0407,9,2022-10-16,C0262
V002430,P0128,9,2021-08-04,C0050
V005257,P0289,7,2022-01-08,C0140
V000347,P0449,10,2022-11-02,C0071
V007373,P0577,7,2023-08-17,C0143
V001937,P0421,9,2020-08-07,C0213
V002230,P0470,1,2023-03-03,C0001
V000897,P0348,5,2023-06-12,C0294
V004337,P0273,7,2020-02-01,C0142
V004855,P0354,5,2020-11-28,C0234
V003296,P0508,8,2023-02-14,C0030
V007066,P0460,7,2020-09-19,C0074
V006963,P0122,6,2020-02-07,C0051
V006612,P0375,10,2022-07-10,C0072
V005830,P0573,9,2020-01-02,C0124
V000572,P0536,2,2021-11-20,C0218
V000407,P0325,4,2023-11-30,C0223
V000738,P0198,7,2022-08-12,C0221
V006596,P0160,9,2021-01-30,C0082
V003396,P0018,7,2020-05-06,C0050
V004068,P0372,5,2021-07-13,C0155
V004353,P0433,3,2021-11-15,C0269
V001650,P0423,8,2021-06-17,C0065
V007760,P0120,7,2021-12-15,C0226
V006944,P0480,6,2022-01-13,C0082
V000467,P0104,6,2022-10-25,C0070
V000508,P0522,7,2020-11-08,C0070
V007728,P0442,10,2022-12-04,C0082
V004174,P0474,1,2022-09-06,C0060
V007860,P0469,1,2022-02-27,C0028
V001584,P0266,1,2023-09-20,C0096
V004456,P0338,2,2021-03-04,C0028
V006656,P0151,10,2022-06-08,C0049
V007783,P0515,7,2021-11-20,C0104
V007559,P0427,3,2024-01-19,C0030
V002904,P0072,5,2024-02-09,C0034
V003727,P0006,4,2020-05-09,C0267
V000575,P0418,3,2024-03-06,C0168
V005455,P0454,5,2024-05-11,C0139
V001185,P0266,5,2020-10-03,C0117
V002328,P0498,9,2023-01-05,C0027
V003782,P0153,5,2024-01-28,C0132
V001728,P0236,9,2022-07-11,C0148
V000529,P0354,1,2020-04-03,C0031
V000304,P0169,4,2022-04-05,C0166
V003582,P0577,10,2020-10-08,C0251
V001415,P0163,3,2020-10-24,C0254
V007373,P0063,9,2023-08-17,C0143
V006278,P0463,2,2020-06-19,C0049
V001684,P0541,6,2020-01-02,C0025
V000482,P0012,2,2021-08-03,C0283
V002461,P0329,7,2020-02-29,C0260
V006717,P0245,7,2021-01-29,C0045
V002272,P0541,2,2022-03-17,C0256
V007208,P0327,5,2021-07-31,C0256
V005434,P0340,2,2020-01-14,C0143
V003035,P0018,3,2021-10-24,C0251
V007603,P0581,9,2022-02-11,C0300
V005209,P0150,8,2022-03-13,C0142
V003570,P0171,9,2022-06-28,C0258
V007250,P0499,10,2020-03-13,C0154
V005874,P0509,2,2020-11-04,C0092
V001833,P0046,10,2022-12-11,C0134
V005083,P0139,2,2021-11-12,C0119
V006434,P0187,3,2022-09-25,C0291
V000465,P0077,6,2022-04-29,C0088
V007037,P0515,7,2023-02-24,C0025
V000353,P0098,9,2021-01-23,C0065
V007738,P0389,4,2021-04-29,C0294
V002726,P0311,6,2022-04-10,C0099
V002594,P0557,6,2020-05-11,C0253
V002183,P0306,10,2020-10-13,C0260
V001248,P0286,9,2022-03-30,C0224
V001603,P0206,4,2024-06-17,C0234
V002556,P0398,5,2022-02-28,C0071
V003934,P0338,9,2021-08-21,C0283
V006813,P0448,1,2020-11-25,C0195
V002809,P0088,1,2021-12-01,C0187
V006240,P0109,8,2022-06-28,C0213
V002316,P0093,8,2021-12-14,C0220
V003511,P0537,7,2022-02-13,C0186
V003344,P0014,1,2020-10-21,C0159
V005352,P0288,1,2021-06-23,C0003
V000949,P0410,8,2022-07-24,C0150
V007354,P0077,1,2020-08-03,C0046
V005455,P0460,7,2024-05-11,C0139
V002875,P0242,2,2021-06-14,C0190
V001293,P0313,5,2023-12-04,C0168
V000565,P0402,6,2021-12-19,C0230
V006298,P0393,4,2020-11-04,C0104
V004861,P0048,5,2020-07-08,C0093
V001197,P0405,8,2022-11-25,C0174
V001569,P0126,7,2021-07-24,C0232
V002071,P0214,7,2020-06-12,C0185
V003870,P0010,10,2023-03-08,C0071
V001296,P0228,5,2020-11-08,C0074
V006260,P0369,3,2021-02-19,C0204
V006360,P0202,3,2023-01-17,C0084
V000635,P0535,1,2021-04-19,C0163
V006352,P0403,4,2020-06-14,C0059
V002004,P0340,2,2022-06-08,C0078
V004575,P0282,7,2022-03-13,C0185
V005881,P0358,6,2024-06-23,C0230
V002572,P0416,1,2023-06-02,C0026
V004758,P0075,8,2023-07-10,C0283
V003639,P0445,10,2020-02-22,C0232
V004937,P0299,2,2021-09-02,C0134
V007661,P0297,2,2023-05-02,C0238
V000032,P0556,9,2022-03-03,C0283
V001974,P0019,5,2022-08-12,C0084
V006257,P0562,8,2022-01-12,C0046
V002948,P0344,1,2020-07-22,C0271
V003546,P0362,4,2024-02-06,C0230
V004657,P0193,10,2020-12-18,C0224
V004101,P0316,2,2020-10-25,C0072
V007675,P0027,6,2020-07-14,C0161
V000744,P0019,9,2020-03-26,C0245
V000127,P0289,4,2020-11-27,C0149
V000316,P0491,5,2021-02-04,C0113
V002535,P0318,8,2022-07-02,C0205
V002789,P0191,2,2024-06-04,C0079
V004233,P0460,3,2023-05-12,C0221
V001450,P0415,2,2022-08-10,C0086
V007340,P0200,7,2022-05-12,C0138
V002744,P0257,3,2020-08-11,C0190
V007147,P0092,3,2023-09-30,C0060
V001205,P0522,5,2021-07-21,C0212
V006289,P0458,5,2023-04-02,C0017
V007679,P0247,8,2021-11-27,C0001
V000534,P0331,6,2021-07-07,C0277
V005084,P0166,5,2020-05-12,C0294
V007411,P0518,5,2022-11-08,C0028
V002480,P0535,7,2022-08-17,C0057
V004248,P0060,2,2020-07-23,C0295
V002031,P0080,4,2021-10-10,C0127
V004871,P0168,4,2020-12-23,C0074
V006229,P0078,7,2022-03-04,C0200
V000483,P0257,8,2021-07-31,C0148
V005367,P0141,3,2020-11-15,C0210
V005847,P0228,1,2022-09-19,C0030
V007749,P0131,10,2023-07-19,C0079
V000884,P0220,3,2020-05-02,C0183
